Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD2110,Jackson,"Eggs, Meat & Fish",Chicken,Coimbatore,2015-09-02,East,1612,0.16,225.68,Tamil Nadu
OD2114,Veronica,Bakery,Cakes,Dharmapuri,2016-08-09,East,1637,0.18,441.99,Tamil Nadu
OD2116,Vinne,Beverages,Health Drinks,Pudukottai,2018-12-05,East,2231,0.32,423.89,Tamil Nadu
OD2117,Surya,Oil & Masala,Spices,Namakkal,2017-03-09,East,2110,0.1,611.9,Tamil Nadu
OD2118,Ramesh,Food Grains,Organic Staples,Virudhunagar,2015-09-02,East,1840,0.16,588.8,Tamil Nadu
OD2119,Sudha,Bakery,Breads & Buns,Tirunelveli,2016-08-09,East,2139,0.35,106.95,Tamil Nadu
OD2122,Amrish,Food Grains,Rice,Viluppuram,2017-12-04,East,1878,0.14,131.46,Tamil Nadu
OD2123,Muneer,Snacks,Chocolates,Trichy,2017-11-07,East,2021,0.11,505.25,Tamil Nadu
OD2124,Arvind,"Eggs, Meat & Fish",Fish,Theni,2015-09-10,East,1263,0.3,429.42,Tamil Nadu
OD2125,Akash,Beverages,Soft Drinks,Cumbum,2017-03-09,East,1176,0.27,246.96,Tamil Nadu
OD2126,Peer,"Eggs, Meat & Fish",Chicken,Cumbum,2017-11-07,East,1948,0.25,155.84,Tamil Nadu
OD2127,Komal,Food Grains,Dals & Pulses,Trichy,2018-05-06,East,1816,0.31,127.12,Tamil Nadu
OD2129,Arutra,"Eggs, Meat & Fish",Eggs,Chennai,2018-02-10,East,2167,0.29,736.78,Tamil Nadu
OD2131,Vince,Food Grains,Dals & Pulses,Virudhunagar,2017-12-04,East,1945,0.25,486.25,Tamil Nadu
OD2132,Hussain,Oil & Masala,Masalas,Madurai,2016-04-07,East,951,0.11,171.18,Tamil Nadu
OD2135,Sudha,Snacks,Cookies,Bodi,2015-09-02,East,947,0.19,151.52,Tamil Nadu
OD2137,Akash,Oil & Masala,Edible Oil & Ghee,Coimbatore,2018-09-12,East,1295,0.11,220.15,Tamil Nadu
OD2138,Peer,Food Grains,Dals & Pulses,Perambalur,2018-09-12,East,1804,0.25,126.28,Tamil Nadu
OD2140,Muneer,Oil & Masala,Spices,Coimbatore,2018-09-07,East,1146,0.2,401.1,Tamil Nadu
OD2144,Akash,Fruits & Veggies,Organic Fruits,Tirunelveli,2018-09-12,East,1431,0.18,515.16,Tamil Nadu
OD2145,Rumaiza,Fruits & Veggies,Fresh Fruits,Salem,2018-12-02,East,1097,0.27,285.22,Tamil Nadu
OD2151,Esther,Fruits & Veggies,Organic Vegetables,Virudhunagar,2017-12-04,East,1313,0.24,223.21,Tamil Nadu
OD2155,Esther,Oil & Masala,Masalas,Kanyakumari,2016-12-07,East,1066,0.33,319.8,Tamil Nadu
OD2156,Jonas,Food Grains,Atta & Flour,Chennai,2016-08-09,East,1936,0.3,135.52,Tamil Nadu
OD2157,Ridhesh,Beverages,Health Drinks,Perambalur,2017-11-07,East,656,0.25,209.92,Tamil Nadu
OD2158,Vidya,Fruits & Veggies,Organic Vegetables,Namakkal,2017-05-03,East,2052,0.32,266.76,Tamil Nadu
OD2159,Verma,Bakery,Breads & Buns,Perambalur,2017-02-07,East,1589,0.34,301.91,Tamil Nadu
OD2162,Adavan,Oil & Masala,Spices,Kanyakumari,2018-12-10,East,550,0.21,132.0,Tamil Nadu
OD2171,Veena,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2018-07-07,East,1459,0.1,554.42,Tamil Nadu
OD2172,Yadav,Food Grains,Dals & Pulses,Tirunelveli,2018-12-01,East,1000,0.18,100.0,Tamil Nadu
OD2173,Krithika,Oil & Masala,Spices,Krishnagiri,2018-07-07,East,704,0.34,295.68,Tamil Nadu
OD2178,Veronica,Fruits & Veggies,Fresh Vegetables,Virudhunagar,2018-12-08,East,1026,0.19,266.76,Tamil Nadu
OD2182,Jackson,Beverages,Health Drinks,Kanyakumari,2016-11-05,East,2120,0.23,551.2,Tamil Nadu
OD2183,Sheeba,Bakery,Cakes,Ramanadhapuram,2016-07-11,East,2241,0.33,694.71,Tamil Nadu
OD2185,Verma,"Eggs, Meat & Fish",Fish,Chennai,2016-12-07,East,2253,0.33,901.2,Tamil Nadu
OD2186,Willams,Beverages,Soft Drinks,Kanyakumari,2018-08-03,East,523,0.18,62.76,Tamil Nadu
OD2188,Verma,Beverages,Soft Drinks,Dindigul,2017-05-03,East,1929,0.21,231.48,Tamil Nadu
OD2191,Ganesh,Beverages,Soft Drinks,Tenkasi,2018-09-09,East,2350,0.21,470.0,Tamil Nadu
OD2192,Sudeep,Fruits & Veggies,Organic Vegetables,Krishnagiri,2016-04-05,East,1213,0.17,266.86,Tamil Nadu
OD2193,Ram,"Eggs, Meat & Fish",Fish,Krishnagiri,2018-06-01,East,1924,0.11,538.72,Tamil Nadu
OD2195,Veena,Beverages,Health Drinks,Trichy,2017-11-10,East,693,0.31,55.44,Tamil Nadu
OD2197,Harish,Bakery,Breads & Buns,Virudhunagar,2017-06-10,East,809,0.14,218.43,Tamil Nadu
OD2199,Surya,Beverages,Health Drinks,Madurai,2018-12-10,East,2371,0.12,308.23,Tamil Nadu
OD2201,Komal,Food Grains,Rice,Kanyakumari,2018-06-01,East,2240,0.3,291.2,Tamil Nadu
OD2202,Suresh,Oil & Masala,Spices,Tirunelveli,2018-09-09,East,1170,0.13,70.2,Tamil Nadu
OD2207,Anu,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2016-11-05,East,1087,0.3,413.06,Tamil Nadu
OD2208,Sabeela,"Eggs, Meat & Fish",Chicken,Nagercoil,2018-09-09,East,1768,0.26,300.56,Tamil Nadu
OD2209,Ganesh,Food Grains,Dals & Pulses,Chennai,2016-07-11,East,1088,0.31,282.88,Tamil Nadu
OD2211,Kumar,Fruits & Veggies,Organic Vegetables,Cumbum,2016-07-11,East,919,0.27,119.47,Tamil Nadu
OD2216,Sudeep,Snacks,Chocolates,Viluppuram,2016-12-11,South,2000,0.17,400.0,Tamil Nadu
OD2217,Vince,Beverages,Health Drinks,Ramanadhapuram,2017-06-06,South,636,0.22,203.52,Tamil Nadu
OD2220,Ramesh,Fruits & Veggies,Fresh Fruits,Dharmapuri,2018-12-02,South,2019,0.25,524.94,Tamil Nadu
OD2221,Ramesh,"Eggs, Meat & Fish",Chicken,Ooty,2017-06-06,South,2359,0.33,424.62,Tamil Nadu
OD2222,Krithika,"Eggs, Meat & Fish",Chicken,Vellore,2017-06-06,South,1678,0.12,587.3,Tamil Nadu
OD2223,Vince,Food Grains,Dals & Pulses,Krishnagiri,2015-08-12,South,2291,0.14,458.2,Tamil Nadu
OD2225,Malik,"Eggs, Meat & Fish",Eggs,Cumbum,2017-06-06,South,2112,0.3,485.76,Tamil Nadu
OD2226,Sheeba,Oil & Masala,Masalas,Tirunelveli,2017-05-05,South,2251,0.12,540.24,Tamil Nadu
OD2228,Vidya,Beverages,Health Drinks,Ooty,2016-11-02,South,1366,0.13,478.1,Tamil Nadu
OD2231,Yadav,Beverages,Soft Drinks,Krishnagiri,2017-02-12,South,2222,0.33,177.76,Tamil Nadu
OD2240,Aditi,Bakery,Cakes,Namakkal,2018-05-06,South,1622,0.12,81.1,Tamil Nadu
OD2241,Sharon,Bakery,Biscuits,Bodi,2017-02-12,South,703,0.18,246.05,Tamil Nadu
OD2246,Willams,Beverages,Soft Drinks,Tirunelveli,2017-05-01,South,2478,0.1,941.64,Tamil Nadu
OD2251,Aditi,Food Grains,Dals & Pulses,Vellore,2018-05-01,South,1149,0.22,103.41,Tamil Nadu
OD2257,Akash,Fruits & Veggies,Fresh Fruits,Bodi,2018-04-09,South,1710,0.22,307.8,Tamil Nadu
OD2258,Vidya,Oil & Masala,Masalas,Namakkal,2018-04-09,South,2138,0.17,897.96,Tamil Nadu
OD2261,Ramesh,"Eggs, Meat & Fish",Chicken,Vellore,2017-08-09,South,1652,0.26,627.76,Tamil Nadu
OD2262,Verma,Oil & Masala,Spices,Kanyakumari,2018-10-09,South,1676,0.26,603.36,Tamil Nadu
OD2269,Shree,Snacks,Noodles,Nagercoil,2017-08-09,South,854,0.3,324.52,Tamil Nadu
OD2270,Roshan,Bakery,Breads & Buns,Vellore,2018-04-09,South,1052,0.13,105.2,Tamil Nadu
OD2271,Sabeela,Snacks,Cookies,Pudukottai,2017-05-01,South,814,0.14,113.96,Tamil Nadu
OD2276,Jackson,Bakery,Cakes,Kanyakumari,2018-09-07,West,611,0.19,30.55,Tamil Nadu
OD2279,Sheeba,Snacks,Chocolates,Trichy,2017-11-10,West,1557,0.29,498.24,Tamil Nadu
OD2283,Suresh,Food Grains,Organic Staples,Karur,2018-10-01,West,1069,0.35,224.49,Tamil Nadu
OD2286,Sudha,"Eggs, Meat & Fish",Mutton,Tenkasi,2017-07-04,West,1937,0.19,116.22,Tamil Nadu
OD2287,Mathew,Beverages,Health Drinks,Krishnagiri,2017-07-03,West,1465,0.29,336.95,Tamil Nadu
OD2288,Alan,Snacks,Cookies,Chennai,2017-09-05,West,1375,0.18,426.25,Tamil Nadu
OD2289,Ravi,Food Grains,Dals & Pulses,Namakkal,2016-12-12,West,1450,0.13,435.0,Tamil Nadu
OD2292,Hussain,Fruits & Veggies,Organic Fruits,Dindigul,2017-07-03,West,609,0.13,164.43,Tamil Nadu
OD2293,Aditi,Fruits & Veggies,Organic Fruits,Nagercoil,2017-09-05,West,2306,0.22,899.34,Tamil Nadu
OD2295,Hussain,Food Grains,Atta & Flour,Pudukottai,2017-01-03,West,1241,0.2,260.61,Tamil Nadu
OD2296,Kumar,Bakery,Cakes,Vellore,2016-10-04,West,575,0.15,40.25,Tamil Nadu
OD2300,Peer,Beverages,Soft Drinks,Theni,2018-08-12,West,1976,0.33,276.64,Tamil Nadu
OD2301,Vidya,"Eggs, Meat & Fish",Mutton,Madurai,2018-06-11,West,2147,0.22,751.45,Tamil Nadu
OD2306,Adavan,Oil & Masala,Masalas,Dindigul,2015-12-07,West,2068,0.14,372.24,Tamil Nadu
OD2308,Amrish,Food Grains,Atta & Flour,Perambalur,2016-05-03,West,1702,0.19,221.26,Tamil Nadu
OD2309,Haseena,Oil & Masala,Masalas,Chennai,2015-03-07,West,2014,0.27,463.22,Tamil Nadu
OD2312,Yusuf,Food Grains,Organic Staples,Kanyakumari,2017-05-08,West,685,0.14,226.05,Tamil Nadu
OD2313,Willams,"Eggs, Meat & Fish",Eggs,Dindigul,2017-04-12,West,1507,0.11,587.73,Tamil Nadu
OD2317,Sabeela,Bakery,Breads & Buns,Kanyakumari,2018-12-08,West,1657,0.27,347.97,Tamil Nadu
OD2321,Peer,Bakery,Breads & Buns,Pudukottai,2015-03-07,West,578,0.21,225.42,Tamil Nadu
OD2324,Hafiz,Oil & Masala,Edible Oil & Ghee,Coimbatore,2017-11-03,West,713,0.27,71.3,Tamil Nadu
OD2326,Ridhesh,Bakery,Biscuits,Dharmapuri,2017-06-05,West,1438,0.22,86.28,Tamil Nadu
OD2332,Verma,"Eggs, Meat & Fish",Eggs,Pudukottai,2015-10-11,West,2052,0.29,287.28,Tamil Nadu
OD2334,Verma,Oil & Masala,Masalas,Karur,2017-07-04,West,1936,0.29,348.48,Tamil Nadu
OD2335,Ram,Snacks,Noodles,Dharmapuri,2018-06-10,West,894,0.32,169.86,Tamil Nadu
OD2340,Aditi,Snacks,Chocolates,Theni,2018-10-09,West,1717,0.25,291.89,Tamil Nadu
OD2341,Shree,Food Grains,Organic Staples,Dharmapuri,2016-09-08,West,2069,0.29,558.63,Tamil Nadu
OD2343,James,Food Grains,Rice,Vellore,2015-12-05,West,2232,0.14,848.16,Tamil Nadu
OD2345,Anu,Food Grains,Atta & Flour,Krishnagiri,2018-07-08,West,629,0.11,69.19,Tamil Nadu
OD2347,Veena,Oil & Masala,Spices,Dindigul,2016-09-08,West,1998,0.26,459.54,Tamil Nadu
OD2351,Rumaiza,Food Grains,Dals & Pulses,Cumbum,2017-11-03,West,1880,0.31,206.8,Tamil Nadu
OD2353,Harish,"Eggs, Meat & Fish",Mutton,Virudhunagar,2016-12-12,West,609,0.16,60.9,Tamil Nadu
OD2356,Jonas,"Eggs, Meat & Fish",Eggs,Virudhunagar,2018-12-08,West,1637,0.15,540.21,Tamil Nadu
OD2359,Surya,Beverages,Health Drinks,Tirunelveli,2016-11-01,West,1630,0.23,342.3,Tamil Nadu
OD2361,Amy,"Eggs, Meat & Fish",Eggs,Viluppuram,2018-10-01,West,1080,0.11,108.0,Tamil Nadu
OD2364,Komal,"Eggs, Meat & Fish",Fish,Theni,2017-09-05,West,960,0.22,393.6,Tamil Nadu
OD2366,Sundar,Snacks,Chocolates,Chennai,2016-12-12,West,1715,0.25,102.9,Tamil Nadu
OD2367,Haseena,Oil & Masala,Spices,Salem,2017-11-05,West,1495,0.35,523.25,Tamil Nadu
OD2368,James,Fruits & Veggies,Organic Fruits,Chennai,2016-05-03,West,1751,0.23,472.77,Tamil Nadu
OD2369,Surya,Fruits & Veggies,Fresh Vegetables,Coimbatore,2016-05-03,West,744,0.18,96.72,Tamil Nadu
OD2377,Arutra,Fruits & Veggies,Organic Vegetables,Namakkal,2016-10-02,West,1520,0.21,608.0,Tamil Nadu
OD2378,Shah,Fruits & Veggies,Organic Vegetables,Tirunelveli,2017-04-12,West,1941,0.27,854.04,Tamil Nadu
OD2381,Sudeep,"Eggs, Meat & Fish",Chicken,Dindigul,2015-08-01,West,772,0.27,54.04,Tamil Nadu
OD2382,Kumar,Snacks,Noodles,Nagercoil,2016-11-06,West,683,0.22,157.09,Tamil Nadu
OD2385,Peer,"Eggs, Meat & Fish",Chicken,Trichy,2016-10-02,West,1450,0.18,72.5,Tamil Nadu
OD2387,Willams,Oil & Masala,Masalas,Karur,2017-05-05,West,1382,0.21,248.76,Tamil Nadu
OD2397,Akash,"Eggs, Meat & Fish",Fish,Vellore,2017-06-05,West,2181,0.34,719.73,Tamil Nadu
OD2399,Veena,Beverages,Soft Drinks,Pudukottai,2018-05-05,West,1839,0.24,717.21,Tamil Nadu
OD2400,Jackson,Beverages,Soft Drinks,Virudhunagar,2018-10-01,West,1148,0.2,482.16,Tamil Nadu
OD2402,Harish,Bakery,Biscuits,Ooty,2016-11-06,West,2484,0.32,968.76,Tamil Nadu
OD2403,Alan,Oil & Masala,Spices,Dharmapuri,2017-10-02,West,1203,0.35,132.33,Tamil Nadu
OD2404,Shah,Beverages,Soft Drinks,Coimbatore,2017-11-03,West,1841,0.13,405.02,Tamil Nadu
OD2405,Harish,Fruits & Veggies,Fresh Fruits,Salem,2018-05-05,West,1063,0.14,74.41,Tamil Nadu
OD2407,Sharon,Beverages,Health Drinks,Chennai,2017-09-02,Central,2186,0.26,371.62,Tamil Nadu
OD2408,Roshan,Snacks,Chocolates,Dindigul,2017-08-12,Central,2215,0.21,221.5,Tamil Nadu
OD2410,Ram,Snacks,Cookies,Virudhunagar,2016-04-04,Central,928,0.28,120.64,Tamil Nadu
OD2411,Arvind,Food Grains,Organic Staples,Ramanadhapuram,2018-03-05,Central,1621,0.23,697.03,Tamil Nadu
OD2412,Surya,Bakery,Biscuits,Perambalur,2017-09-02,Central,1365,0.34,204.75,Tamil Nadu
OD2413,Vince,Oil & Masala,Masalas,Bodi,2016-04-04,Central,912,0.24,54.72,Tamil Nadu
OD2414,Roshan,Food Grains,Dals & Pulses,Tirunelveli,2018-03-05,Central,1641,0.24,361.02,Tamil Nadu
OD2415,Sundar,Snacks,Noodles,Trichy,2018-03-05,Central,637,0.18,203.84,Tamil Nadu
OD2416,Sudeep,Food Grains,Rice,Pudukottai,2018-03-05,Central,2306,0.34,1037.7,Tamil Nadu
OD2419,Amy,Food Grains,Atta & Flour,Ramanadhapuram,2018-03-05,Central,2435,0.27,365.25,Tamil Nadu
OD2420,Yusuf,Bakery,Biscuits,Coimbatore,2017-10-06,Central,2079,0.1,270.27,Tamil Nadu
OD2421,Vidya,Snacks,Noodles,Coimbatore,2018-11-07,Central,2219,0.16,976.36,Tamil Nadu
OD2422,Amrish,Snacks,Noodles,Dindigul,2016-04-04,Central,1783,0.14,392.26,Tamil Nadu
OD2423,Arutra,Beverages,Health Drinks,Salem,2017-11-05,Central,2014,0.14,382.66,Tamil Nadu
OD2424,Rumaiza,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-10-01,Central,662,0.24,132.4,Tamil Nadu
OD2427,Sundar,Snacks,Chocolates,Tenkasi,2018-10-06,Central,1012,0.34,172.04,Tamil Nadu
OD2429,Sabeela,Food Grains,Dals & Pulses,Krishnagiri,2018-12-11,Central,2132,0.16,533.0,Tamil Nadu
OD2431,Adavan,Oil & Masala,Spices,Tenkasi,2018-04-10,Central,1239,0.34,223.02,Tamil Nadu
OD2435,Jackson,"Eggs, Meat & Fish",Mutton,Vellore,2018-10-06,Central,907,0.18,353.73,Tamil Nadu
OD2438,Vidya,Oil & Masala,Masalas,Nagercoil,2015-07-05,Central,1092,0.13,283.92,Tamil Nadu
OD2439,Ravi,Fruits & Veggies,Fresh Fruits,Salem,2016-12-11,Central,1251,0.1,137.61,Tamil Nadu
OD2440,Veena,Snacks,Chocolates,Tirunelveli,2015-11-12,Central,1031,0.28,350.54,Tamil Nadu
OD2442,Sharon,Beverages,Health Drinks,Ooty,2016-07-08,Central,577,0.29,259.65,Tamil Nadu
OD2445,Hafiz,"Eggs, Meat & Fish",Mutton,Coimbatore,2017-10-04,Central,1747,0.2,454.22,Tamil Nadu
OD2448,Shree,Food Grains,Rice,Ooty,2015-07-05,Central,1848,0.17,332.64,Tamil Nadu
OD2451,Verma,Oil & Masala,Edible Oil & Ghee,Tirunelveli,2016-07-02,Central,2375,0.31,760.0,Tamil Nadu
OD2453,Vidya,Oil & Masala,Spices,Pudukottai,2018-05-05,East,630,0.12,94.5,Tamil Nadu
OD2456,James,Bakery,Breads & Buns,Kanyakumari,2018-09-10,East,732,0.15,300.12,Tamil Nadu
OD2457,Arutra,Bakery,Breads & Buns,Krishnagiri,2016-09-07,East,1254,0.23,313.5,Tamil Nadu
OD2461,Peer,"Eggs, Meat & Fish",Mutton,Perambalur,2018-12-10,East,2089,0.32,396.91,Tamil Nadu
OD2462,Krithika,Fruits & Veggies,Organic Fruits,Ooty,2016-03-05,East,2126,0.13,403.94,Tamil Nadu
OD2466,Amy,Snacks,Chocolates,Namakkal,2017-06-04,East,1306,0.11,130.6,Tamil Nadu
OD2467,Mathew,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-05-02,East,1079,0.32,151.06,Tamil Nadu
OD2471,Vidya,Oil & Masala,Spices,Ooty,2016-03-05,East,1423,0.28,583.43,Tamil Nadu
OD2473,Arvind,Bakery,Cakes,Karur,2015-09-03,East,1526,0.22,595.14,Tamil Nadu
OD2474,Jonas,Bakery,Cakes,Salem,2018-12-10,East,1541,0.29,169.51,Tamil Nadu
OD2481,Shah,Oil & Masala,Masalas,Cumbum,2015-10-03,East,2455,0.16,368.25,Tamil Nadu
OD2483,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,2017-05-08,East,1797,0.29,610.98,Tamil Nadu
OD2484,Arvind,Oil & Masala,Edible Oil & Ghee,Tenkasi,2017-05-08,East,649,0.22,181.72,Tamil Nadu
OD2486,Ridhesh,Beverages,Health Drinks,Vellore,2017-05-08,East,2100,0.14,399.0,Tamil Nadu
OD2489,Sharon,Bakery,Biscuits,Coimbatore,2015-05-02,East,2463,0.13,714.27,Tamil Nadu
OD2490,Sabeela,"Eggs, Meat & Fish",Eggs,Nagercoil,2017-05-02,East,2136,0.16,833.04,Tamil Nadu
OD2492,Hafiz,Oil & Masala,Spices,Pudukottai,2016-11-09,East,2202,0.19,748.68,Tamil Nadu
OD2493,Arutra,Oil & Masala,Masalas,Pudukottai,2017-05-08,East,1657,0.1,182.27,Tamil Nadu
OD2497,Shah,Beverages,Soft Drinks,Dindigul,2015-10-03,East,963,0.29,144.45,Tamil Nadu
OD2498,Kumar,Beverages,Soft Drinks,Vellore,2018-06-10,East,1266,0.22,557.04,Tamil Nadu
OD2499,Akash,Snacks,Noodles,Chennai,2016-12-06,East,874,0.12,384.56,Tamil Nadu
OD2501,Adavan,Beverages,Health Drinks,Kanyakumari,2015-10-10,East,2440,0.24,512.4,Tamil Nadu
OD2507,Esther,"Eggs, Meat & Fish",Fish,Kanyakumari,2017-07-01,South,2439,0.23,512.19,Tamil Nadu
OD2508,Roshan,Food Grains,Atta & Flour,Theni,2017-07-01,South,880,0.15,61.6,Tamil Nadu
OD2509,Verma,Fruits & Veggies,Fresh Fruits,Karur,2017-07-01,South,1232,0.3,492.8,Tamil Nadu
OD2512,Surya,"Eggs, Meat & Fish",Chicken,Dindigul,2017-02-07,South,704,0.18,112.64,Tamil Nadu
OD2514,Surya,Snacks,Chocolates,Nagercoil,2015-03-04,South,1304,0.24,417.28,Tamil Nadu
OD2519,Sudeep,Food Grains,Atta & Flour,Krishnagiri,2017-07-08,South,2412,0.13,940.68,Tamil Nadu
OD2522,Shree,Food Grains,Dals & Pulses,Virudhunagar,2017-12-11,South,784,0.21,164.64,Tamil Nadu
OD2523,Ravi,Snacks,Chocolates,Ooty,2018-06-02,South,1073,0.12,311.17,Tamil Nadu
OD2526,Arvind,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2018-05-06,South,771,0.14,185.04,Tamil Nadu
OD2533,Esther,"Eggs, Meat & Fish",Mutton,Krishnagiri,2018-05-06,South,2260,0.24,542.4,Tamil Nadu
OD2535,Muneer,Food Grains,Atta & Flour,Karur,2017-12-11,West,2111,0.26,232.21,Tamil Nadu
OD2540,Vinne,Snacks,Noodles,Karur,2017-12-11,West,2495,0.31,499.0,Tamil Nadu
OD2542,Vidya,"Eggs, Meat & Fish",Mutton,Kanyakumari,2017-12-11,West,1282,0.31,461.52,Tamil Nadu
OD2544,Veena,Fruits & Veggies,Fresh Vegetables,Vellore,2016-06-04,West,888,0.18,71.04,Tamil Nadu
OD2545,Esther,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2016-06-04,West,512,0.15,71.68,Tamil Nadu
OD2546,Shah,Food Grains,Dals & Pulses,Dindigul,2017-10-08,West,696,0.2,118.32,Tamil Nadu
OD2556,Jonas,Fruits & Veggies,Organic Vegetables,Bodi,2018-05-11,West,2361,0.23,708.3,Tamil Nadu
OD2557,Ram,Oil & Masala,Spices,Vellore,2018-06-11,West,2245,0.11,359.2,Tamil Nadu
OD2559,Haseena,Bakery,Breads & Buns,Tenkasi,2018-12-03,West,1666,0.26,299.88,Tamil Nadu
OD2560,Sharon,Bakery,Biscuits,Namakkal,2018-09-11,West,2002,0.27,440.44,Tamil Nadu
OD2561,Hussain,Food Grains,Atta & Flour,Dharmapuri,2017-12-11,West,1097,0.2,131.64,Tamil Nadu
OD2566,Amrish,Bakery,Breads & Buns,Bodi,2017-11-04,West,1344,0.28,188.16,Tamil Nadu
OD2567,Sheeba,Fruits & Veggies,Organic Vegetables,Madurai,2016-11-05,West,1790,0.17,393.8,Tamil Nadu
OD2569,Haseena,Oil & Masala,Spices,Kanyakumari,2018-09-11,West,1355,0.18,311.65,Tamil Nadu
OD2574,Adavan,Fruits & Veggies,Organic Vegetables,Karur,2018-05-11,West,1702,0.31,374.44,Tamil Nadu
OD2576,Ganesh,Snacks,Chocolates,Karur,2016-04-05,West,1511,0.23,468.41,Tamil Nadu
OD2577,Veena,Oil & Masala,Masalas,Dharmapuri,2018-09-11,West,1027,0.22,92.43,Tamil Nadu
OD2578,James,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,2017-12-11,West,1746,0.1,174.6,Tamil Nadu
OD2579,Mathew,Fruits & Veggies,Organic Fruits,Dindigul,2016-08-08,West,1278,0.17,319.5,Tamil Nadu
OD2580,Adavan,Fruits & Veggies,Organic Fruits,Chennai,2016-08-08,West,585,0.26,175.5,Tamil Nadu
OD2581,Esther,Oil & Masala,Edible Oil & Ghee,Theni,2018-05-11,West,1083,0.25,108.3,Tamil Nadu
OD2582,Sundar,"Eggs, Meat & Fish",Chicken,Chennai,2017-12-11,West,1638,0.27,196.56,Tamil Nadu
OD2585,Arutra,Snacks,Chocolates,Dindigul,2016-11-05,West,2002,0.18,740.74,Tamil Nadu
OD2587,Kumar,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2017-12-11,West,1757,0.13,404.11,Tamil Nadu
OD2589,Veronica,Fruits & Veggies,Organic Fruits,Dharmapuri,2018-09-11,West,1279,0.33,76.74,Tamil Nadu
OD2590,Sudeep,Fruits & Veggies,Organic Vegetables,Trichy,2017-12-11,West,1495,0.15,478.4,Tamil Nadu
OD2592,Veronica,Food Grains,Dals & Pulses,Bodi,2017-03-08,West,2437,0.17,243.7,Tamil Nadu
OD2594,Surya,Food Grains,Organic Staples,Trichy,2016-07-10,West,1561,0.27,249.76,Tamil Nadu
OD2595,Shah,"Eggs, Meat & Fish",Eggs,Ooty,2018-12-02,West,1471,0.21,88.26,Tamil Nadu
OD2599,Arvind,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2018-09-10,Central,2266,0.34,181.28,Tamil Nadu
OD2601,Malik,Food Grains,Organic Staples,Vellore,2015-04-05,Central,985,0.14,443.25,Tamil Nadu
OD2602,Ravi,Food Grains,Atta & Flour,Salem,2016-10-12,Central,588,0.32,129.36,Tamil Nadu
OD2603,Shree,Snacks,Noodles,Tirunelveli,2015-02-11,Central,1695,0.23,762.75,Tamil Nadu
OD2604,Sheeba,Food Grains,Rice,Madurai,2016-09-03,Central,2478,0.14,594.72,Tamil Nadu
OD2608,Haseena,Beverages,Health Drinks,Viluppuram,2015-09-07,Central,916,0.19,219.84,Tamil Nadu
OD2610,Amrish,"Eggs, Meat & Fish",Fish,Dharmapuri,2015-02-11,Central,1772,0.3,230.36,Tamil Nadu
OD2611,Veronica,Beverages,Health Drinks,Krishnagiri,2018-09-10,Central,1999,0.25,359.82,Tamil Nadu
OD2612,Sheeba,Bakery,Biscuits,Kanyakumari,2015-04-05,Central,2052,0.26,143.64,Tamil Nadu
OD2614,Sharon,Bakery,Breads & Buns,Karur,2015-02-11,Central,1151,0.3,368.32,Tamil Nadu
OD2615,Vince,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-09-10,Central,2134,0.2,533.5,Tamil Nadu
OD2616,Krithika,Bakery,Cakes,Nagercoil,2018-09-10,Central,864,0.11,267.84,Tamil Nadu
OD2617,Surya,Oil & Masala,Edible Oil & Ghee,Krishnagiri,2015-09-07,Central,687,0.34,103.05,Tamil Nadu
OD2619,Sheeba,Fruits & Veggies,Organic Fruits,Tenkasi,2017-08-03,Central,1090,0.28,316.1,Tamil Nadu
OD2621,Ram,Snacks,Chocolates,Theni,2015-02-11,Central,2261,0.33,610.47,Tamil Nadu
OD2622,Komal,Snacks,Chocolates,Vellore,2018-12-09,Central,2220,0.15,865.8,Tamil Nadu
OD2623,Shree,Fruits & Veggies,Organic Fruits,Salem,2018-09-10,Central,2451,0.14,416.67,Tamil Nadu
OD2624,Verma,Bakery,Breads & Buns,Kanyakumari,2018-11-11,Central,2284,0.24,296.92,Tamil Nadu
OD2627,Sabeela,Beverages,Soft Drinks,Coimbatore,2018-12-09,Central,2053,0.13,246.36,Tamil Nadu
OD2631,Ganesh,Bakery,Cakes,Vellore,2018-12-09,Central,1248,0.15,424.32,Tamil Nadu
OD2632,Veena,Oil & Masala,Masalas,Pudukottai,2015-04-05,Central,1143,0.19,457.2,Tamil Nadu
OD2633,Peer,"Eggs, Meat & Fish",Mutton,Trichy,2018-04-01,Central,1455,0.13,116.4,Tamil Nadu
OD2636,Amrish,Food Grains,Dals & Pulses,Bodi,2018-09-10,Central,2174,0.2,673.94,Tamil Nadu
